room_type,accommodates,neighbourhood_cleansed,bedrooms,beds,price
Private room,2.0,Camorim,1.0,1.0,250.0
Private room,2.0,Barra da Tijuca,1.0,1.0,247.0
Entire home/apt,2.0,Botafogo,1.0,1.0,220.0
Entire home/apt,4.0,Leblon,1.0,2.0,500.0
Entire home/apt,4.0,Barra da Tijuca,3.0,3.0,560.0
Entire home/apt,5.0,Recreio dos Bandeirantes,1.0,2.0,158.0
Private room,2.0,Centro,1.0,2.0,252.0
Private room,2.0,Barra da Tijuca,1.0,2.0,451.0
Entire home/apt,4.0,Copacabana,1.0,3.0,289.0
Private room,6.0,Copacabana,1.0,3.0,453.0
Entire home/apt,2.0,Centro,1.0,2.0,400.0
Entire home/apt,2.0,Barra de Guaratiba,1.0,1.0,521.0
Entire home/apt,10.0,Copacabana,3.0,3.0,572.0
Entire home/apt,6.0,Camorim,2.0,5.0,989.0
Entire home/apt,4.0,Copacabana,2.0,4.0,400.0
Entire home/apt,4.0,Copacabana,2.0,3.0,1337.0
Entire home/apt,6.0,Santa Teresa,2.0,5.0,750.0
Private room,4.0,Copacabana,1.0,4.0,267.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,800.0
Entire home/apt,8.0,Leblon,3.0,7.0,1429.0
Entire home/apt,5.0,Copacabana,2.0,2.0,694.0
Entire home/apt,3.0,Copacabana,1.0,2.0,1071.0
Entire home/apt,4.0,Catete,1.0,1.0,289.0
Entire home/apt,3.0,Copacabana,1.0,1.0,180.0
Entire home/apt,4.0,Copacabana,1.0,3.0,186.0
Shared room,5.0,Curicica,1.0,5.0,195.0
Entire home/apt,4.0,Copacabana,1.0,2.0,349.0
Entire home/apt,5.0,Vila Isabel,3.0,3.0,642.0
Entire home/apt,4.0,Campo Grande,2.0,2.0,359.0
Entire home/apt,4.0,Copacabana,1.0,2.0,543.0
Entire home/apt,6.0,Copacabana,1.0,5.0,657.0
Entire home/apt,4.0,Barra da Tijuca,1.0,1.0,360.0
Entire home/apt,5.0,Copacabana,2.0,3.0,786.0
Entire home/apt,2.0,Flamengo,1.0,1.0,357.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,570.0
Entire home/apt,1.0,Flamengo,1.0,1.0,100.0
Entire home/apt,4.0,Botafogo,2.0,1.0,621.0
Entire home/apt,4.0,Copacabana,1.0,2.0,682.0
Entire home/apt,5.0,Copacabana,1.0,2.0,400.0
Entire home/apt,2.0,Copacabana,1.0,1.0,600.0
Entire home/apt,4.0,Copacabana,1.0,2.0,160.0
Entire home/apt,4.0,Barra da Tijuca,1.0,1.0,306.0
Private room,3.0,Jacarepaguá,1.0,2.0,350.0
Private room,3.0,Maracanã,1.0,3.0,300.0
Entire home/apt,3.0,Botafogo,2.0,2.0,114.0
Entire home/apt,6.0,Copacabana,2.0,5.0,1191.0
Private room,2.0,Leme,1.0,1.0,219.0
Private room,2.0,Copacabana,1.0,1.0,329.0
Entire home/apt,5.0,Centro,2.0,3.0,267.0
Entire home/apt,4.0,Copacabana,2.0,4.0,809.0
Entire home/apt,7.0,Copacabana,2.0,4.0,686.0
Entire home/apt,8.0,Copacabana,3.0,4.0,400.0
Entire home/apt,4.0,Copacabana,1.0,2.0,243.0
Entire home/apt,8.0,Rio Comprido,2.0,7.0,164.0
Entire home/apt,4.0,Catete,1.0,3.0,319.0
Private room,2.0,Copacabana,1.0,2.0,67.0
Entire home/apt,4.0,Copacabana,1.0,2.0,899.0
Entire home/apt,2.0,Copacabana,1.0,1.0,120.0
Entire home/apt,4.0,Camorim,1.0,1.0,350.0
Entire home/apt,2.0,Urca,1.0,1.0,410.0
Entire home/apt,3.0,Centro,1.0,3.0,257.0
Private room,2.0,Leme,1.0,2.0,293.0
Entire home/apt,7.0,Barra da Tijuca,4.0,4.0,300.0
Entire home/apt,2.0,Copacabana,1.0,2.0,557.0
Entire home/apt,6.0,Copacabana,3.0,3.0,1783.0
Private room,1.0,Botafogo,1.0,1.0,80.0
Entire home/apt,3.0,Flamengo,1.0,4.0,246.0
Entire home/apt,6.0,Leblon,2.0,3.0,679.0
Entire home/apt,3.0,Jacarepaguá,1.0,2.0,228.0
Entire home/apt,2.0,Copacabana,1.0,1.0,681.0
Private room,3.0,Copacabana,1.0,3.0,130.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,3.0,234.0
Private room,1.0,Santa Teresa,1.0,1.0,150.0
Entire home/apt,4.0,Jacarepaguá,2.0,3.0,400.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,3.0,566.0
Entire home/apt,2.0,Ipanema,1.0,1.0,250.0
Entire home/apt,5.0,Copacabana,1.0,1.0,400.0
Entire home/apt,2.0,Ipanema,1.0,2.0,179.0
Entire home/apt,4.0,Botafogo,1.0,2.0,614.0
Entire home/apt,6.0,Copacabana,3.0,4.0,1371.0
Entire home/apt,4.0,Leblon,2.0,2.0,2143.0
Private room,2.0,Barra da Tijuca,1.0,1.0,400.0
Private room,3.0,Barra da Tijuca,1.0,1.0,320.0
Entire home/apt,4.0,Glória,1.0,2.0,240.0
Private room,2.0,Laranjeiras,2.0,2.0,430.0
Shared room,1.0,Flamengo,1.0,9.0,200.0
Entire home/apt,4.0,Copacabana,1.0,3.0,286.0
Entire home/apt,4.0,Flamengo,1.0,2.0,292.0
Entire home/apt,4.0,Lagoa,2.0,2.0,871.0
Entire home/apt,2.0,Anil,1.0,2.0,129.0
Private room,2.0,Copacabana,1.0,1.0,277.0
Private room,1.0,Jardim Botânico,1.0,1.0,60.0
Private room,2.0,Santa Teresa,1.0,1.0,200.0
Entire home/apt,3.0,Ipanema,1.0,2.0,200.0
Private room,2.0,Glória,1.0,1.0,150.0
Private room,2.0,Freguesia (Jacarepaguá),1.0,1.0,204.0
Private room,2.0,Barra da Tijuca,1.0,1.0,247.0
Entire home/apt,4.0,Copacabana,1.0,3.0,643.0
Private room,5.0,Copacabana,1.0,3.0,1619.0
Entire home/apt,4.0,Copacabana,2.0,2.0,357.0
Entire home/apt,7.0,Copacabana,3.0,10.0,1014.0
Entire home/apt,4.0,Ipanema,2.0,2.0,900.0
Entire home/apt,5.0,Flamengo,3.0,5.0,295.0
Private room,2.0,Botafogo,1.0,1.0,79.0
Private room,2.0,Botafogo,2.0,6.0,120.0
Entire home/apt,2.0,Jacarepaguá,1.0,1.0,650.0
Entire home/apt,3.0,Botafogo,1.0,2.0,229.0
Private room,2.0,Rio Comprido,1.0,1.0,130.0
Entire home/apt,4.0,Irajá,3.0,3.0,523.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,2.0,201.0
Entire home/apt,4.0,Ipanema,2.0,3.0,814.0
Entire home/apt,4.0,Ipanema,2.0,3.0,736.0
Entire home/apt,2.0,Leme,1.0,2.0,321.0
Private room,2.0,Leblon,1.0,1.0,321.0
Entire home/apt,4.0,Barra da Tijuca,1.0,1.0,700.0
Entire home/apt,4.0,Centro,1.0,3.0,580.0
Private room,2.0,Flamengo,1.0,1.0,91.0
Entire home/apt,5.0,Copacabana,1.0,4.0,801.0
Entire home/apt,8.0,Ipanema,2.0,5.0,1643.0
Entire home/apt,3.0,Copacabana,1.0,1.0,450.0
Entire home/apt,3.0,Copacabana,1.0,2.0,342.0
Entire home/apt,4.0,Copacabana,1.0,1.0,629.0
Private room,2.0,Rio Comprido,1.0,1.0,243.0
Entire home/apt,5.0,Leme,3.0,4.0,397.0
Entire home/apt,5.0,Barra da Tijuca,3.0,3.0,650.0
Private room,2.0,Recreio dos Bandeirantes,1.0,1.0,88.0
Entire home/apt,6.0,Barra da Tijuca,1.0,5.0,710.0
Entire home/apt,5.0,Copacabana,3.0,4.0,750.0
Entire home/apt,6.0,Barra da Tijuca,2.0,3.0,627.0
Entire home/apt,4.0,Copacabana,1.0,1.0,500.0
Private room,1.0,Copacabana,1.0,1.0,146.0
Entire home/apt,5.0,Copacabana,1.0,4.0,680.0
Entire home/apt,2.0,Centro,1.0,3.0,336.0
Entire home/apt,9.0,Copacabana,3.0,12.0,2617.0
Private room,2.0,Santa Teresa,1.0,2.0,100.0
Private room,2.0,Copacabana,1.0,1.0,130.0
Entire home/apt,3.0,Tijuca,1.0,2.0,356.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,359.0
Private room,2.0,Santa Teresa,1.0,1.0,63.0
Entire home/apt,5.0,Barra da Tijuca,2.0,3.0,704.0
Entire home/apt,6.0,Botafogo,3.0,3.0,1928.0
Entire home/apt,5.0,Barra da Tijuca,2.0,2.0,430.0
Private room,1.0,Copacabana,1.0,2.0,117.0
Private room,2.0,Portuguesa,1.0,2.0,96.0
Entire home/apt,6.0,Lagoa,2.0,2.0,1600.0
Private room,2.0,Barra da Tijuca,1.0,1.0,200.0
Entire home/apt,6.0,Humaitá,2.0,4.0,657.0
Entire home/apt,5.0,Barra da Tijuca,1.0,4.0,843.0
Entire home/apt,7.0,Ipanema,2.0,4.0,846.0
Entire home/apt,3.0,Glória,1.0,2.0,203.0
Entire home/apt,4.0,Copacabana,1.0,4.0,220.0
Entire home/apt,2.0,Jacarepaguá,1.0,3.0,500.0
Private room,2.0,Jacarepaguá,1.0,1.0,1504.0
Private room,1.0,Santa Teresa,3.0,4.0,54.0
Entire home/apt,4.0,Copacabana,1.0,2.0,261.0
Private room,2.0,Barra da Tijuca,1.0,1.0,213.0
Entire home/apt,4.0,Ipanema,2.0,2.0,2270.0
Entire home/apt,6.0,Ipanema,4.0,4.0,2230.0
Entire home/apt,4.0,Copacabana,2.0,3.0,336.0
Private room,2.0,Tijuca,1.0,1.0,80.0
Entire home/apt,6.0,Barra da Tijuca,3.0,3.0,2000.0
Entire home/apt,2.0,Santa Teresa,1.0,1.0,406.0
Entire home/apt,3.0,Flamengo,1.0,2.0,250.0
Entire home/apt,5.0,Benfica,1.0,5.0,88.0
Entire home/apt,6.0,Copacabana,3.0,4.0,1500.0
Private room,2.0,Copacabana,1.0,1.0,110.0
Entire home/apt,6.0,Ipanema,2.0,7.0,723.0
Entire home/apt,5.0,Ipanema,1.0,4.0,1079.0
Entire home/apt,8.0,Flamengo,4.0,4.0,471.0
Entire home/apt,4.0,Copacabana,1.0,3.0,650.0
Entire home/apt,10.0,Copacabana,2.0,6.0,1393.0
Private room,1.0,Copacabana,1.0,2.0,80.0
Entire home/apt,2.0,Barra da Tijuca,1.0,2.0,400.0
Private room,2.0,Botafogo,1.0,1.0,642.0
Entire home/apt,6.0,Barra da Tijuca,2.0,3.0,1000.0
Entire home/apt,2.0,Jardim Botânico,1.0,1.0,227.0
Shared room,1.0,Centro,1.0,2.0,81.0
Entire home/apt,3.0,Copacabana,1.0,1.0,249.0
Private room,2.0,Botafogo,1.0,1.0,642.0
Entire home/apt,4.0,Copacabana,2.0,3.0,950.0
Entire home/apt,3.0,Pechincha,2.0,3.0,129.0
Private room,1.0,Humaitá,1.0,1.0,83.0
Entire home/apt,5.0,Ipanema,2.0,4.0,1000.0
Private room,4.0,Laranjeiras,1.0,3.0,113.0
Entire home/apt,6.0,Flamengo,3.0,3.0,1551.0
Private room,2.0,Flamengo,1.0,1.0,78.0
Entire home/apt,4.0,Copacabana,1.0,2.0,373.0
Entire home/apt,5.0,Leblon,3.0,3.0,1990.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,2.0,600.0
Entire home/apt,8.0,Leblon,4.0,5.0,3237.0
Private room,2.0,Copacabana,1.0,1.0,500.0
Entire home/apt,4.0,Recreio dos Bandeirantes,1.0,2.0,150.0
Entire home/apt,4.0,Catete,1.0,2.0,350.0
Entire home/apt,2.0,Copacabana,1.0,1.0,434.0
Entire home/apt,2.0,Ipanema,1.0,2.0,743.0
Entire home/apt,4.0,Recreio dos Bandeirantes,1.0,2.0,273.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,399.0
Private room,2.0,Recreio dos Bandeirantes,1.0,2.0,513.0
Entire home/apt,4.0,Botafogo,1.0,2.0,550.0
Private room,2.0,Tijuca,1.0,1.0,433.0
Entire home/apt,4.0,Centro,1.0,4.0,200.0
Entire home/apt,4.0,Ipanema,1.0,2.0,950.0
Entire home/apt,10.0,Copacabana,3.0,7.0,1336.0
Private room,4.0,Copacabana,1.0,3.0,414.0
Private room,2.0,Flamengo,1.0,1.0,200.0
Entire home/apt,4.0,Leblon,2.0,3.0,1000.0
Entire home/apt,4.0,Copacabana,2.0,2.0,371.0
Entire home/apt,6.0,Barra da Tijuca,2.0,6.0,444.0
Private room,2.0,Santa Teresa,1.0,1.0,180.0
Entire home/apt,5.0,Botafogo,3.0,5.0,379.0
Private room,2.0,Recreio dos Bandeirantes,1.0,2.0,153.0
Entire home/apt,2.0,Botafogo,2.0,2.0,567.0
Entire home/apt,6.0,Leblon,3.0,8.0,1421.0
Entire home/apt,3.0,Santa Teresa,1.0,2.0,141.0
Entire home/apt,4.0,Copacabana,1.0,2.0,280.0
Private room,1.0,Copacabana,1.0,1.0,191.0
Private room,2.0,Copacabana,1.0,1.0,201.0
Entire home/apt,2.0,Centro,1.0,1.0,262.0
Entire home/apt,6.0,Tijuca,2.0,2.0,800.0
Entire home/apt,4.0,Ipanema,1.0,3.0,424.0
Entire home/apt,3.0,Copacabana,1.0,1.0,373.0
Entire home/apt,8.0,Barra da Tijuca,4.0,8.0,829.0
Entire home/apt,3.0,Santa Teresa,1.0,4.0,155.0
Private room,4.0,Jacarepaguá,2.0,2.0,120.0
Entire home/apt,6.0,Botafogo,3.0,4.0,2000.0
Entire home/apt,4.0,Ipanema,1.0,2.0,1564.0
Entire home/apt,4.0,Leblon,2.0,2.0,1800.0
Entire home/apt,4.0,Engenho de Dentro,1.0,1.0,2270.0
Entire home/apt,5.0,Ipanema,2.0,3.0,423.0
Private room,2.0,Urca,1.0,1.0,851.0
Entire home/apt,6.0,Copacabana,3.0,5.0,700.0
Entire home/apt,6.0,Copacabana,1.0,2.0,544.0
Entire home/apt,3.0,Copacabana,1.0,1.0,650.0
Entire home/apt,6.0,Copacabana,2.0,4.0,849.0
Entire home/apt,5.0,Ipanema,2.0,1.0,2314.0
Entire home/apt,2.0,Botafogo,1.0,1.0,180.0
Private room,2.0,Copacabana,1.0,1.0,150.0
Entire home/apt,5.0,Barra da Tijuca,3.0,3.0,1414.0
Entire home/apt,6.0,Copacabana,3.0,3.0,1393.0
Entire home/apt,4.0,Ipanema,2.0,3.0,1500.0
Entire home/apt,6.0,Copacabana,3.0,4.0,1457.0
Entire home/apt,4.0,Copacabana,2.0,4.0,671.0
Entire home/apt,3.0,Copacabana,1.0,1.0,400.0
Entire home/apt,5.0,Copacabana,1.0,3.0,600.0
Entire home/apt,6.0,Barra da Tijuca,3.0,5.0,1762.0
Entire home/apt,2.0,Copacabana,1.0,1.0,149.0
Entire home/apt,6.0,Botafogo,5.0,3.0,1265.0
Entire home/apt,3.0,Copacabana,1.0,2.0,230.0
Entire home/apt,8.0,Leblon,5.0,7.0,2000.0
Entire home/apt,5.0,Leblon,2.0,2.0,1200.0
Entire home/apt,3.0,Copacabana,1.0,1.0,600.0
Entire home/apt,4.0,Catete,1.0,1.0,250.0
Entire home/apt,4.0,Copacabana,1.0,2.0,161.0
Entire home/apt,2.0,Centro,1.0,1.0,194.0
Entire home/apt,8.0,Barra da Tijuca,2.0,3.0,2014.0
Entire home/apt,5.0,Laranjeiras,3.0,3.0,1340.0
Entire home/apt,4.0,Leblon,2.0,2.0,1057.0
Entire home/apt,2.0,Centro,1.0,2.0,303.0
Entire home/apt,3.0,Flamengo,1.0,1.0,101.0
Entire home/apt,2.0,Urca,1.0,2.0,549.0
Entire home/apt,6.0,Ipanema,3.0,4.0,400.0
Private room,2.0,Jacarepaguá,1.0,1.0,650.0
Entire home/apt,4.0,Copacabana,1.0,1.0,2000.0
Entire home/apt,4.0,Copacabana,1.0,2.0,414.0
Entire home/apt,4.0,Leblon,1.0,3.0,333.0
Entire home/apt,2.0,Copacabana,1.0,2.0,440.0
Entire home/apt,2.0,Botafogo,1.0,1.0,195.0
Entire home/apt,3.0,Pechincha,1.0,3.0,250.0
Entire home/apt,4.0,Copacabana,1.0,2.0,520.0
Private room,2.0,Ipanema,1.0,1.0,171.0
Private room,2.0,Jacarepaguá,1.0,1.0,113.0
Private room,2.0,Copacabana,1.0,2.0,249.0
Entire home/apt,4.0,Ipanema,2.0,4.0,680.0
Entire home/apt,7.0,Barra da Tijuca,2.0,5.0,1357.0
Private room,1.0,Botafogo,1.0,1.0,73.0
Entire home/apt,6.0,Barra da Tijuca,2.0,3.0,733.0
Entire home/apt,4.0,Jacarepaguá,2.0,4.0,91.0
Entire home/apt,4.0,Copacabana,2.0,3.0,2500.0
Entire home/apt,2.0,Copacabana,1.0,1.0,200.0
Entire home/apt,3.0,Ipanema,1.0,3.0,500.0
Entire home/apt,4.0,Copacabana,1.0,2.0,1120.0
Entire home/apt,5.0,Copacabana,2.0,4.0,514.0
Entire home/apt,4.0,Jacarepaguá,2.0,3.0,529.0
Private room,2.0,Ipanema,1.0,1.0,170.0
Entire home/apt,5.0,Copacabana,1.0,3.0,486.0
Entire home/apt,3.0,Catete,1.0,1.0,132.0
Entire home/apt,4.0,Copacabana,2.0,2.0,421.0
Entire home/apt,2.0,Leme,1.0,2.0,414.0
Private room,2.0,Copacabana,1.0,1.0,185.0
Entire home/apt,6.0,Leblon,3.0,3.0,843.0
Entire home/apt,6.0,Copacabana,1.0,6.0,409.0
Entire home/apt,4.0,Copacabana,1.0,1.0,394.0
Entire home/apt,4.0,Copacabana,2.0,2.0,1000.0
Entire home/apt,2.0,Leblon,1.0,1.0,686.0
Private room,2.0,Copacabana,1.0,1.0,206.0
Entire home/apt,6.0,Leblon,2.0,2.0,1196.0
Entire home/apt,6.0,Ipanema,3.0,4.0,869.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,806.0
Entire home/apt,4.0,Botafogo,2.0,3.0,500.0
Entire home/apt,10.0,Jacarepaguá,3.0,6.0,1056.0
Entire home/apt,1.0,Copacabana,1.0,1.0,820.0
Entire home/apt,3.0,Ipanema,1.0,2.0,826.0
Hotel room,2.0,Taquara,1.0,1.0,240.0
Entire home/apt,6.0,Copacabana,3.0,6.0,393.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,1163.0
Entire home/apt,2.0,Jardim Botânico,1.0,1.0,260.0
Private room,4.0,Barra da Tijuca,1.0,5.0,949.0
Private room,2.0,Ipanema,1.0,1.0,179.0
Entire home/apt,4.0,Leme,1.0,1.0,200.0
Entire home/apt,3.0,Leblon,1.0,2.0,314.0
Entire home/apt,6.0,Ipanema,3.0,5.0,1220.0
Shared room,2.0,Ipanema,1.0,1.0,150.0
Entire home/apt,7.0,Leme,3.0,5.0,907.0
Entire home/apt,4.0,Gamboa,1.0,2.0,153.0
Entire home/apt,6.0,Recreio dos Bandeirantes,3.0,4.0,496.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,536.0
Entire home/apt,2.0,Santa Teresa,1.0,1.0,150.0
Entire home/apt,2.0,Copacabana,1.0,2.0,306.0
Entire home/apt,3.0,Copacabana,1.0,2.0,403.0
Private room,2.0,Ipanema,2.0,2.0,400.0
Private room,4.0,Copacabana,1.0,2.0,443.0
Entire home/apt,4.0,Copacabana,2.0,2.0,496.0
Private room,3.0,Vargem Pequena,1.0,1.0,320.0
Entire home/apt,4.0,Copacabana,1.0,2.0,180.0
Entire home/apt,5.0,Recreio dos Bandeirantes,2.0,2.0,686.0
Entire home/apt,4.0,Copacabana,1.0,2.0,285.0
Entire home/apt,5.0,Tijuca,2.0,2.0,500.0
Entire home/apt,6.0,Maracanã,2.0,3.0,910.0
Entire home/apt,4.0,Ipanema,2.0,2.0,2000.0
Entire home/apt,4.0,Flamengo,2.0,3.0,571.0
Entire home/apt,4.0,Copacabana,1.0,4.0,568.0
Entire home/apt,6.0,Ipanema,3.0,4.0,800.0
Entire home/apt,5.0,Copacabana,2.0,2.0,533.0
Entire home/apt,2.0,Copacabana,1.0,1.0,215.0
Private room,1.0,Brás de Pina,1.0,1.0,60.0
Private room,2.0,Leme,1.0,2.0,284.0
Entire home/apt,7.0,Copacabana,3.0,4.0,554.0
Entire home/apt,6.0,Copacabana,2.0,6.0,1129.0
Entire home/apt,6.0,Copacabana,2.0,3.0,571.0
Entire home/apt,6.0,Copacabana,2.0,4.0,293.0
Private room,5.0,Portuguesa,1.0,1.0,221.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,1440.0
Private room,2.0,Flamengo,1.0,2.0,145.0
Entire home/apt,4.0,Copacabana,1.0,2.0,634.0
Entire home/apt,4.0,Copacabana,2.0,2.0,567.0
Private room,3.0,Vila Isabel,1.0,1.0,60.0
Private room,2.0,Botafogo,1.0,1.0,377.0
Entire home/apt,3.0,Jacarepaguá,1.0,2.0,264.0
Entire home/apt,4.0,Botafogo,2.0,2.0,600.0
Entire home/apt,2.0,Taquara,1.0,1.0,80.0
Entire home/apt,5.0,Copacabana,1.0,4.0,801.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,541.0
Entire home/apt,3.0,Copacabana,1.0,1.0,150.0
Private room,2.0,Recreio dos Bandeirantes,1.0,1.0,194.0
Entire home/apt,3.0,Botafogo,1.0,1.0,350.0
Entire home/apt,8.0,Leblon,3.0,4.0,700.0
Entire home/apt,2.0,Copacabana,1.0,1.0,234.0
Entire home/apt,3.0,Copacabana,1.0,1.0,993.0
Entire home/apt,6.0,Copacabana,2.0,3.0,660.0
Entire home/apt,6.0,Glória,2.0,6.0,526.0
Entire home/apt,6.0,Ipanema,2.0,3.0,1500.0
Entire home/apt,4.0,Copacabana,1.0,2.0,300.0
Entire home/apt,2.0,Ipanema,1.0,1.0,172.0
Entire home/apt,3.0,Santa Teresa,1.0,2.0,171.0
Entire home/apt,2.0,Copacabana,1.0,1.0,750.0
Private room,2.0,Laranjeiras,1.0,1.0,100.0
Entire home/apt,10.0,Copacabana,4.0,7.0,1379.0
Entire home/apt,7.0,Leblon,2.0,2.0,1375.0
Private room,4.0,Copacabana,1.0,2.0,240.0
Entire home/apt,4.0,Laranjeiras,2.0,2.0,250.0
Shared room,4.0,Santa Teresa,1.0,4.0,600.0
Entire home/apt,2.0,Flamengo,1.0,1.0,159.0
Entire home/apt,3.0,Copacabana,1.0,2.0,1429.0
Entire home/apt,6.0,Leblon,2.0,2.0,674.0
Entire home/apt,6.0,Barra da Tijuca,3.0,4.0,600.0
Entire home/apt,4.0,Copacabana,2.0,2.0,515.0
Entire home/apt,4.0,Copacabana,1.0,1.0,234.0
Entire home/apt,6.0,Jacarepaguá,2.0,6.0,499.0
Entire home/apt,4.0,Lagoa,2.0,1.0,620.0
Private room,2.0,Santa Teresa,1.0,1.0,891.0
Entire home/apt,7.0,Copacabana,1.0,1.0,496.0
Entire home/apt,2.0,Copacabana,1.0,1.0,369.0
Entire home/apt,4.0,Copacabana,1.0,2.0,563.0
Entire home/apt,6.0,Copacabana,3.0,3.0,2846.0
Entire home/apt,4.0,Copacabana,2.0,3.0,264.0
Entire home/apt,6.0,Copacabana,3.0,3.0,500.0
Entire home/apt,4.0,Centro,1.0,1.0,153.0
Entire home/apt,4.0,Botafogo,1.0,2.0,367.0
Entire home/apt,2.0,Leblon,1.0,1.0,586.0
Private room,2.0,Barra de Guaratiba,1.0,1.0,190.0
Private room,3.0,Vila Isabel,1.0,2.0,67.0
Entire home/apt,4.0,Copacabana,1.0,3.0,676.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,502.0
Entire home/apt,5.0,Barra da Tijuca,2.0,3.0,607.0
Entire home/apt,2.0,Flamengo,1.0,1.0,340.0
Shared room,6.0,Santa Teresa,1.0,1.0,120.0
Entire home/apt,6.0,Ipanema,3.0,5.0,2629.0
Private room,2.0,Barra da Tijuca,1.0,1.0,290.0
Entire home/apt,4.0,Barra da Tijuca,1.0,3.0,284.0
Entire home/apt,8.0,Joá,4.0,5.0,2143.0
Entire home/apt,4.0,Copacabana,2.0,2.0,615.0
Private room,2.0,Flamengo,1.0,1.0,151.0
Entire home/apt,2.0,Copacabana,1.0,1.0,492.0
Entire home/apt,6.0,Copacabana,2.0,6.0,126.0
Entire home/apt,4.0,Joá,1.0,2.0,514.0
Entire home/apt,4.0,Centro,1.0,4.0,380.0
Entire home/apt,4.0,Tijuca,2.0,2.0,110.0
Entire home/apt,5.0,Copacabana,2.0,2.0,900.0
Entire home/apt,4.0,Copacabana,2.0,3.0,857.0
Entire home/apt,3.0,Centro,1.0,1.0,304.0
Private room,1.0,Copacabana,1.0,1.0,207.0
Entire home/apt,5.0,Copacabana,1.0,4.0,564.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,350.0
Entire home/apt,4.0,Copacabana,1.0,2.0,1200.0
Entire home/apt,5.0,Barra da Tijuca,1.0,2.0,1502.0
Entire home/apt,4.0,Leblon,2.0,2.0,1257.0
Private room,3.0,Copacabana,1.0,2.0,284.0
Entire home/apt,4.0,Humaitá,2.0,2.0,479.0
Entire home/apt,4.0,Copacabana,2.0,2.0,914.0
Entire home/apt,4.0,Camorim,2.0,3.0,450.0
Private room,2.0,Copacabana,1.0,1.0,451.0
Entire home/apt,3.0,Barra da Tijuca,1.0,2.0,540.0
Entire home/apt,2.0,Barra da Tijuca,1.0,2.0,400.0
Private room,3.0,Vila Isabel,1.0,1.0,110.0
Entire home/apt,3.0,Ipanema,1.0,1.0,1157.0
Private room,1.0,Leblon,1.0,1.0,174.0
Private room,2.0,Jacarepaguá,1.0,1.0,147.0
Private room,2.0,Santa Teresa,1.0,2.0,694.0
Entire home/apt,9.0,Recreio dos Bandeirantes,4.0,6.0,1400.0
Entire home/apt,6.0,Barra da Tijuca,2.0,2.0,1200.0
Entire home/apt,2.0,Copacabana,1.0,1.0,600.0
Entire home/apt,3.0,Centro,1.0,2.0,121.0
Entire home/apt,4.0,Jacarepaguá,2.0,3.0,1589.0
Private room,2.0,Recreio dos Bandeirantes,1.0,1.0,278.0
Entire home/apt,4.0,Jacarepaguá,2.0,2.0,235.0
Entire home/apt,4.0,Itanhangá,1.0,2.0,429.0
Entire home/apt,6.0,Barra da Tijuca,2.0,2.0,1135.0
Entire home/apt,4.0,Barra da Tijuca,3.0,3.0,560.0
Entire home/apt,4.0,Recreio dos Bandeirantes,1.0,1.0,497.0
Private room,3.0,Barra da Tijuca,1.0,2.0,181.0
Private room,1.0,Barra da Tijuca,2.0,6.0,150.0
Private room,2.0,Taquara,1.0,2.0,235.0
Private room,1.0,Jacarepaguá,1.0,1.0,58.0
Entire home/apt,6.0,Ipanema,2.0,3.0,643.0
Entire home/apt,4.0,Copacabana,1.0,2.0,606.0
Entire home/apt,2.0,Copacabana,1.0,1.0,191.0
Private room,2.0,Copacabana,1.0,1.0,191.0
Entire home/apt,6.0,Barra da Tijuca,3.0,5.0,1900.0
Entire home/apt,5.0,Leblon,2.0,2.0,588.0
Entire home/apt,2.0,Leblon,1.0,1.0,1500.0
Private room,1.0,Recreio dos Bandeirantes,1.0,1.0,79.0
Entire home/apt,5.0,Laranjeiras,2.0,2.0,650.0
Entire home/apt,6.0,Leblon,3.0,4.0,600.0
Private room,6.0,Copacabana,3.0,7.0,379.0
Private room,6.0,Copacabana,1.0,6.0,580.0
Private room,2.0,Leme,1.0,1.0,250.0
Entire home/apt,5.0,Copacabana,2.0,3.0,550.0
Private room,2.0,Barra da Tijuca,1.0,1.0,110.0
Entire home/apt,6.0,Leme,3.0,5.0,1171.0
Entire home/apt,4.0,Copacabana,2.0,2.0,1135.0
Private room,2.0,Copacabana,2.0,2.0,329.0
Entire home/apt,9.0,Leme,3.0,7.0,1043.0
Shared room,3.0,Copacabana,1.0,5.0,200.0
Entire home/apt,2.0,Jacarepaguá,1.0,2.0,100.0
Private room,2.0,Copacabana,1.0,2.0,200.0
