room_type,accommodates,neighbourhood_cleansed,bedrooms,beds,price
Entire home/apt,4.0,Copacabana,1.0,2.0,589.0
Entire home/apt,2.0,Copacabana,1.0,1.0,300.0
Entire home/apt,3.0,Copacabana,1.0,3.0,500.0
Entire home/apt,5.0,Copacabana,1.0,2.0,1200.0
Private room,2.0,Jacarepaguá,1.0,1.0,317.0
Entire home/apt,8.0,Copacabana,3.0,6.0,949.0
Entire home/apt,4.0,Copacabana,2.0,2.0,540.0
Entire home/apt,5.0,Catete,3.0,4.0,814.0
Entire home/apt,2.0,Copacabana,2.0,1.0,500.0
Private room,2.0,Camorim,1.0,2.0,370.0
Entire home/apt,4.0,Copacabana,2.0,2.0,700.0
Private room,2.0,Recreio dos Bandeirantes,1.0,1.0,90.0
Entire home/apt,5.0,Copacabana,2.0,2.0,752.0
Entire home/apt,2.0,Olaria,1.0,2.0,155.0
Shared room,1.0,Centro,1.0,2.0,75.0
Entire home/apt,3.0,Copacabana,1.0,1.0,400.0
Entire home/apt,8.0,Copacabana,3.0,5.0,1414.0
Entire home/apt,4.0,Ipanema,2.0,2.0,2230.0
Entire home/apt,6.0,Lagoa,2.0,4.0,1494.0
Entire home/apt,2.0,Centro,1.0,1.0,376.0
Entire home/apt,3.0,Copacabana,1.0,2.0,196.0
Shared room,3.0,Jacarepaguá,1.0,3.0,120.0
Private room,2.0,Tijuca,1.0,2.0,100.0
Entire home/apt,5.0,Copacabana,1.0,3.0,390.0
Entire home/apt,10.0,Copacabana,3.0,5.0,2673.0
Entire home/apt,4.0,Copacabana,1.0,2.0,943.0
Entire home/apt,6.0,Ipanema,4.0,4.0,4257.0
Private room,3.0,Camorim,1.0,1.0,150.0
Entire home/apt,6.0,Barra da Tijuca,3.0,5.0,971.0
Private room,2.0,Barra da Tijuca,1.0,1.0,200.0
Entire home/apt,4.0,Ipanema,1.0,2.0,300.0
Private room,3.0,Tijuca,1.0,1.0,379.0
Entire home/apt,2.0,Botafogo,1.0,1.0,201.0
Entire home/apt,4.0,Ipanema,1.0,3.0,1703.0
Private room,2.0,Santa Teresa,1.0,1.0,199.0
Entire home/apt,9.0,Botafogo,2.0,3.0,450.0
Entire home/apt,4.0,Recreio dos Bandeirantes,3.0,6.0,290.0
Entire home/apt,2.0,Leme,1.0,4.0,393.0
Entire home/apt,8.0,Copacabana,3.0,5.0,4263.0
Entire home/apt,5.0,Copacabana,2.0,3.0,914.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,800.0
Private room,2.0,Copacabana,1.0,1.0,393.0
Private room,2.0,Copacabana,1.0,1.0,500.0
Hotel room,2.0,Centro,1.0,1.0,554.0
Entire home/apt,2.0,Santa Teresa,1.0,1.0,350.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,350.0
Entire home/apt,2.0,Urca,1.0,1.0,436.0
Entire home/apt,4.0,Copacabana,1.0,2.0,457.0
Entire home/apt,4.0,Leblon,2.0,2.0,1336.0
Entire home/apt,4.0,Ipanema,1.0,2.0,634.0
Entire home/apt,4.0,Santa Teresa,1.0,2.0,432.0
Entire home/apt,8.0,Copacabana,3.0,4.0,2000.0
Entire home/apt,5.0,Copacabana,1.0,2.0,470.0
Entire home/apt,5.0,Gamboa,2.0,3.0,320.0
Entire home/apt,6.0,Laranjeiras,3.0,5.0,2000.0
Private room,4.0,Brás de Pina,1.0,4.0,143.0
Entire home/apt,8.0,Vargem Pequena,2.0,3.0,999.0
Entire home/apt,2.0,Laranjeiras,1.0,1.0,394.0
Private room,1.0,Santa Teresa,1.0,1.0,100.0
Private room,2.0,Botafogo,1.0,2.0,521.0
Private room,1.0,Copacabana,1.0,1.0,61.0
Entire home/apt,2.0,Copacabana,1.0,2.0,226.0
Entire home/apt,2.0,Flamengo,1.0,1.0,130.0
Private room,2.0,Tijuca,1.0,1.0,170.0
Entire home/apt,4.0,Copacabana,2.0,3.0,426.0
Entire home/apt,4.0,Leme,2.0,4.0,800.0
Entire home/apt,6.0,Ipanema,2.0,5.0,1242.0
Entire home/apt,5.0,Copacabana,1.0,4.0,509.0
Entire home/apt,3.0,Copacabana,1.0,1.0,627.0
Entire home/apt,6.0,Copacabana,3.0,3.0,1614.0
Entire home/apt,3.0,Copacabana,1.0,2.0,536.0
Entire home/apt,2.0,Copacabana,1.0,2.0,274.0
Entire home/apt,8.0,Copacabana,3.0,4.0,949.0
Entire home/apt,6.0,Copacabana,2.0,6.0,270.0
Entire home/apt,4.0,Jacarepaguá,3.0,3.0,350.0
Entire home/apt,3.0,Barra da Tijuca,1.0,2.0,579.0
Entire home/apt,5.0,Santa Teresa,3.0,4.0,300.0
Private room,2.0,Jardim Botânico,1.0,1.0,363.0
Entire home/apt,6.0,Barra da Tijuca,4.0,4.0,1980.0
Private room,3.0,Ipanema,1.0,1.0,284.0
Entire home/apt,3.0,Copacabana,1.0,2.0,399.0
Private room,3.0,Barra da Tijuca,1.0,2.0,150.0
Entire home/apt,4.0,Copacabana,1.0,3.0,411.0
Entire home/apt,6.0,Jacarepaguá,3.0,5.0,1000.0
Entire home/apt,3.0,Copacabana,1.0,2.0,424.0
Entire home/apt,10.0,Ipanema,3.0,6.0,1786.0
Entire home/apt,2.0,Galeão,1.0,2.0,100.0
Entire home/apt,4.0,Copacabana,1.0,2.0,350.0
Private room,2.0,Vargem Pequena,1.0,1.0,250.0
Private room,2.0,Ipanema,1.0,1.0,391.0
Entire home/apt,5.0,Copacabana,2.0,3.0,3977.0
Entire home/apt,2.0,Jacarepaguá,1.0,1.0,392.0
Entire home/apt,3.0,Copacabana,2.0,2.0,547.0
Private room,2.0,Gávea,1.0,2.0,175.0
Entire home/apt,4.0,São Cristóvão,2.0,2.0,229.0
Entire home/apt,4.0,Leblon,1.0,2.0,500.0
Entire home/apt,4.0,Copacabana,1.0,3.0,657.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,665.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,600.0
Entire home/apt,9.0,Jacarepaguá,3.0,5.0,564.0
Entire home/apt,4.0,Copacabana,2.0,2.0,2149.0
Entire home/apt,7.0,Copacabana,1.0,4.0,346.0
Private room,2.0,Ipanema,1.0,1.0,161.0
Private room,2.0,Jacarepaguá,1.0,2.0,189.0
Entire home/apt,4.0,Ipanema,2.0,2.0,261.0
Entire home/apt,3.0,Ipanema,1.0,2.0,730.0
Entire home/apt,2.0,Barra da Tijuca,1.0,2.0,354.0
Entire home/apt,3.0,Barra da Tijuca,1.0,2.0,850.0
Entire home/apt,6.0,Copacabana,2.0,2.0,1000.0
Entire home/apt,2.0,Santa Teresa,1.0,1.0,147.0
Entire home/apt,6.0,Flamengo,2.0,2.0,800.0
Entire home/apt,6.0,Copacabana,1.0,3.0,365.0
Entire home/apt,4.0,Copacabana,1.0,1.0,400.0
Entire home/apt,8.0,Copacabana,2.0,6.0,1700.0
Entire home/apt,2.0,Copacabana,1.0,1.0,403.0
Entire home/apt,3.0,Vargem Pequena,1.0,3.0,120.0
Entire home/apt,5.0,Flamengo,2.0,3.0,479.0
Entire home/apt,4.0,Santa Teresa,2.0,2.0,167.0
Entire home/apt,4.0,Copacabana,1.0,1.0,263.0
Private room,3.0,Gardênia Azul,1.0,1.0,60.0
Entire home/apt,2.0,Catete,1.0,1.0,120.0
Entire home/apt,3.0,Catete,1.0,1.0,115.0
Entire home/apt,4.0,Copacabana,1.0,2.0,804.0
Private room,3.0,Humaitá,1.0,1.0,167.0
Entire home/apt,6.0,Copacabana,3.0,6.0,330.0
Entire home/apt,4.0,Ipanema,2.0,2.0,800.0
Entire home/apt,4.0,Copacabana,1.0,2.0,421.0
Private room,3.0,Ipanema,1.0,2.0,543.0
Private room,2.0,Copacabana,1.0,1.0,120.0
Entire home/apt,2.0,Copacabana,1.0,1.0,464.0
Private room,2.0,Leme,1.0,1.0,199.0
Entire home/apt,7.0,Catete,2.0,7.0,479.0
Private room,2.0,Laranjeiras,1.0,1.0,114.0
Entire home/apt,5.0,Copacabana,1.0,2.0,529.0
Private room,2.0,Tijuca,1.0,2.0,60.0
Entire home/apt,5.0,Flamengo,2.0,2.0,1419.0
Private room,1.0,Campo Grande,1.0,1.0,80.0
Private room,6.0,Jacarepaguá,3.0,6.0,471.0
Entire home/apt,4.0,Copacabana,2.0,3.0,300.0
Entire home/apt,2.0,Botafogo,2.0,1.0,386.0
Private room,2.0,Botafogo,1.0,1.0,300.0
Entire home/apt,4.0,Copacabana,1.0,1.0,350.0
Entire home/apt,6.0,Leblon,3.0,5.0,999.0
Entire home/apt,2.0,Santa Teresa,1.0,2.0,92.0
Shared room,1.0,Vidigal,1.0,1.0,100.0
Private room,2.0,Copacabana,1.0,1.0,286.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,529.0
Entire home/apt,4.0,Copacabana,1.0,3.0,510.0
Private room,2.0,Copacabana,1.0,1.0,100.0
Private room,1.0,Botafogo,1.0,1.0,124.0
Entire home/apt,4.0,Recreio dos Bandeirantes,1.0,2.0,679.0
Entire home/apt,2.0,Santa Teresa,1.0,2.0,284.0
Entire home/apt,3.0,Copacabana,1.0,2.0,285.0
Entire home/apt,5.0,Copacabana,1.0,3.0,194.0
Private room,1.0,Laranjeiras,1.0,1.0,89.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,350.0
Entire home/apt,3.0,Botafogo,2.0,2.0,493.0
Private room,3.0,Tijuca,1.0,1.0,350.0
Private room,1.0,Taquara,1.0,1.0,60.0
Entire home/apt,5.0,Leblon,2.0,3.0,750.0
Private room,2.0,Ipanema,1.0,1.0,500.0
Entire home/apt,6.0,Copacabana,2.0,4.0,543.0
Entire home/apt,2.0,Botafogo,1.0,1.0,281.0
Entire home/apt,2.0,Ipanema,1.0,1.0,514.0
Entire home/apt,4.0,Lagoa,1.0,1.0,850.0
Entire home/apt,2.0,Copacabana,1.0,1.0,403.0
Entire home/apt,2.0,Tijuca,1.0,1.0,197.0
Private room,2.0,Copacabana,1.0,1.0,264.0
Entire home/apt,4.0,Lagoa,1.0,1.0,379.0
Entire home/apt,4.0,Ipanema,2.0,3.0,273.0
Entire home/apt,6.0,Madureira,2.0,3.0,159.0
Entire home/apt,3.0,Ipanema,1.0,1.0,120.0
Entire home/apt,8.0,Gávea,3.0,5.0,1332.0
Entire home/apt,3.0,Copacabana,1.0,2.0,257.0
Private room,2.0,Ipanema,1.0,1.0,200.0
Entire home/apt,10.0,Leblon,5.0,8.0,3171.0
Entire home/apt,4.0,Copacabana,1.0,2.0,502.0
Entire home/apt,4.0,Leblon,2.0,2.0,1980.0
Private room,2.0,Leblon,1.0,1.0,350.0
Entire home/apt,3.0,Barra da Tijuca,1.0,2.0,275.0
Entire home/apt,4.0,Santa Teresa,2.0,3.0,180.0
Entire home/apt,4.0,Vidigal,1.0,4.0,125.0
Entire home/apt,8.0,Recreio dos Bandeirantes,3.0,4.0,800.0
Entire home/apt,2.0,Jacarepaguá,1.0,2.0,200.0
Entire home/apt,5.0,Flamengo,2.0,5.0,1674.0
Entire home/apt,4.0,Inhaúma,1.0,2.0,187.0
Entire home/apt,4.0,Copacabana,2.0,3.0,629.0
Private room,2.0,Copacabana,1.0,2.0,257.0
Private room,3.0,Copacabana,1.0,1.0,250.0
Private room,2.0,Copacabana,1.0,1.0,190.0
Entire home/apt,4.0,Estácio,2.0,3.0,443.0
Entire home/apt,7.0,Leblon,3.0,5.0,743.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,2.0,600.0
Entire home/apt,4.0,Flamengo,1.0,1.0,538.0
Entire home/apt,3.0,Barra da Tijuca,1.0,1.0,1086.0
Private room,2.0,Barra da Tijuca,1.0,1.0,800.0
Private room,2.0,Recreio dos Bandeirantes,1.0,1.0,454.0
Entire home/apt,3.0,Copacabana,1.0,1.0,1230.0
Private room,1.0,Santa Teresa,1.0,1.0,110.0
Private room,2.0,Botafogo,1.0,1.0,100.0
Entire home/apt,4.0,Bonsucesso,1.0,1.0,160.0
Private room,2.0,Ipanema,1.0,2.0,250.0
Private room,2.0,Santa Teresa,1.0,1.0,205.0
Private room,2.0,Jacarepaguá,1.0,1.0,370.0
Entire home/apt,4.0,Gávea,1.0,2.0,350.0
Entire home/apt,4.0,Copacabana,1.0,2.0,300.0
Private room,3.0,Centro,1.0,2.0,266.0
Private room,2.0,Recreio dos Bandeirantes,1.0,1.0,120.0
Entire home/apt,4.0,Jardim Botânico,2.0,6.0,250.0
Entire home/apt,6.0,Copacabana,2.0,3.0,800.0
Entire home/apt,8.0,Copacabana,3.0,4.0,1476.0
Private room,2.0,Copacabana,1.0,1.0,711.0
Entire home/apt,2.0,Ipanema,1.0,1.0,1050.0
Entire home/apt,4.0,Leblon,2.0,2.0,729.0
Private room,2.0,Jacarepaguá,1.0,2.0,108.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,1579.0
Entire home/apt,4.0,Copacabana,2.0,3.0,1162.0
Entire home/apt,8.0,Campo Grande,3.0,5.0,361.0
Entire home/apt,4.0,Copacabana,2.0,2.0,336.0
Entire home/apt,4.0,Ipanema,1.0,1.0,471.0
Entire home/apt,3.0,Barra da Tijuca,1.0,2.0,653.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,1500.0
Private room,2.0,Botafogo,2.0,1.0,100.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,186.0
Entire home/apt,2.0,Copacabana,1.0,1.0,209.0
Private room,2.0,Ipanema,1.0,1.0,257.0
Private room,2.0,Centro,1.0,1.0,250.0
Entire home/apt,2.0,Centro,1.0,1.0,135.0
Entire home/apt,3.0,Barra da Tijuca,1.0,3.0,510.0
Private room,2.0,Santa Teresa,1.0,1.0,364.0
Entire home/apt,3.0,Leblon,2.0,2.0,137.0
Entire home/apt,2.0,Jacarepaguá,1.0,1.0,357.0
Entire home/apt,4.0,Leme,1.0,1.0,365.0
Private room,1.0,Copacabana,1.0,1.0,88.0
Entire home/apt,5.0,Barra da Tijuca,2.0,2.0,371.0
Entire home/apt,4.0,Pedra de Guaratiba,1.0,2.0,94.0
Private room,2.0,Santa Teresa,1.0,1.0,171.0
Entire home/apt,7.0,Barra da Tijuca,3.0,5.0,1759.0
Entire home/apt,3.0,Copacabana,1.0,1.0,339.0
Entire home/apt,4.0,Barra da Tijuca,1.0,1.0,443.0
Entire home/apt,5.0,Leblon,3.0,4.0,1100.0
Private room,3.0,Anil,1.0,2.0,567.0
Private room,1.0,Humaitá,1.0,3.0,160.0
Entire home/apt,3.0,Ipanema,1.0,2.0,634.0
Entire home/apt,4.0,Copacabana,1.0,2.0,921.0
Shared room,2.0,Lagoa,1.0,2.0,189.0
Entire home/apt,4.0,Ipanema,2.0,2.0,800.0
Entire home/apt,4.0,Jacarepaguá,2.0,3.0,400.0
Entire home/apt,5.0,Leblon,2.0,2.0,1207.0
Entire home/apt,4.0,Flamengo,1.0,1.0,237.0
Entire home/apt,4.0,Copacabana,1.0,1.0,119.0
Entire home/apt,3.0,Ipanema,2.0,2.0,1193.0
Entire home/apt,9.0,Santa Teresa,3.0,3.0,1586.0
Entire home/apt,3.0,Copacabana,1.0,2.0,721.0
Entire home/apt,3.0,Copacabana,1.0,2.0,764.0
Entire home/apt,3.0,Camorim,1.0,2.0,200.0
Entire home/apt,5.0,Camorim,2.0,2.0,200.0
Entire home/apt,3.0,Centro,1.0,3.0,110.0
Private room,2.0,Centro,1.0,1.0,223.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,300.0
Entire home/apt,3.0,Botafogo,1.0,2.0,150.0
Entire home/apt,4.0,Barra da Tijuca,1.0,1.0,307.0
Private room,2.0,Rocinha,1.0,2.0,180.0
Private room,1.0,Copacabana,1.0,2.0,281.0
Entire home/apt,7.0,Ipanema,3.0,4.0,1637.0
Private room,3.0,Copacabana,1.0,2.0,150.0
Entire home/apt,2.0,Engenho da Rainha,1.0,1.0,80.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,647.0
Entire home/apt,6.0,Laranjeiras,3.0,4.0,963.0
Entire home/apt,4.0,Copacabana,2.0,2.0,436.0
Entire home/apt,3.0,Botafogo,1.0,2.0,266.0
Entire home/apt,4.0,Copacabana,1.0,1.0,973.0
Private room,2.0,Tijuca,1.0,1.0,263.0
Entire home/apt,9.0,Copacabana,3.0,6.0,3059.0
Entire home/apt,4.0,Barra da Tijuca,2.0,4.0,571.0
Entire home/apt,6.0,Copacabana,3.0,5.0,1013.0
Entire home/apt,4.0,Copacabana,1.0,2.0,561.0
Entire home/apt,6.0,Ipanema,3.0,4.0,3121.0
Private room,3.0,Barra da Tijuca,1.0,1.0,385.0
Entire home/apt,3.0,Leme,1.0,2.0,228.0
Private room,2.0,Santa Teresa,1.0,1.0,70.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,407.0
Private room,1.0,Leblon,1.0,1.0,1129.0
Entire home/apt,4.0,Copacabana,1.0,1.0,714.0
Entire home/apt,2.0,Copacabana,1.0,1.0,835.0
Entire home/apt,2.0,Barra de Guaratiba,1.0,1.0,279.0
Private room,2.0,Barra da Tijuca,1.0,2.0,160.0
Entire home/apt,6.0,Botafogo,3.0,6.0,857.0
Entire home/apt,6.0,Jacarepaguá,3.0,5.0,1000.0
Entire home/apt,7.0,Copacabana,2.0,3.0,586.0
Private room,2.0,Barra da Tijuca,1.0,1.0,347.0
Private room,3.0,Freguesia (Jacarepaguá),1.0,2.0,300.0
Private room,2.0,Copacabana,1.0,1.0,250.0
Private room,2.0,Botafogo,1.0,1.0,590.0
Entire home/apt,5.0,Santa Teresa,2.0,3.0,1529.0
Entire home/apt,4.0,Copacabana,1.0,2.0,343.0
Entire home/apt,6.0,Barra da Tijuca,2.0,2.0,1800.0
Entire home/apt,4.0,Copacabana,1.0,2.0,535.0
Entire home/apt,3.0,Barra da Tijuca,1.0,1.0,350.0
Entire home/apt,6.0,Barra da Tijuca,3.0,4.0,1329.0
Entire home/apt,4.0,Copacabana,1.0,2.0,435.0
Entire home/apt,4.0,Copacabana,2.0,2.0,2000.0
Entire home/apt,3.0,Copacabana,2.0,2.0,210.0
Entire home/apt,4.0,Leme,1.0,3.0,1741.0
Entire home/apt,2.0,Copacabana,1.0,2.0,466.0
Entire home/apt,5.0,Barra da Tijuca,2.0,4.0,500.0
Entire home/apt,2.0,Jacarepaguá,1.0,1.0,357.0
Entire home/apt,3.0,Leme,1.0,2.0,543.0
Entire home/apt,2.0,Copacabana,1.0,1.0,150.0
Private room,1.0,Jardim Guanabara,1.0,2.0,70.0
Entire home/apt,2.0,São Francisco Xavier,1.0,1.0,100.0
Private room,4.0,Santa Teresa,1.0,3.0,175.0
Entire home/apt,5.0,Copacabana,2.0,3.0,243.0
Private room,1.0,Glória,1.0,1.0,53.0
Entire home/apt,4.0,Ipanema,2.0,3.0,707.0
Entire home/apt,5.0,Barra da Tijuca,2.0,3.0,600.0
Entire home/apt,10.0,Copacabana,4.0,4.0,1210.0
Private room,2.0,Copacabana,1.0,1.0,90.0
Entire home/apt,3.0,Barra da Tijuca,2.0,2.0,2837.0
Entire home/apt,6.0,Barra da Tijuca,3.0,3.0,3714.0
Entire home/apt,2.0,Botafogo,1.0,1.0,293.0
Private room,5.0,Jacarepaguá,1.0,1.0,400.0
Entire home/apt,7.0,Leme,3.0,5.0,2314.0
Entire home/apt,8.0,Copacabana,3.0,4.0,1400.0
Entire home/apt,3.0,Copacabana,1.0,1.0,383.0
Entire home/apt,4.0,São Cristóvão,2.0,1.0,260.0
Private room,3.0,Copacabana,1.0,1.0,185.0
Entire home/apt,4.0,Copacabana,1.0,2.0,200.0
Entire home/apt,2.0,Barra da Tijuca,1.0,2.0,543.0
Entire home/apt,2.0,Leblon,1.0,1.0,250.0
Entire home/apt,4.0,Copacabana,1.0,1.0,379.0
Entire home/apt,6.0,Ipanema,3.0,5.0,948.0
Private room,2.0,Rio Comprido,1.0,1.0,170.0
Entire home/apt,5.0,Copacabana,3.0,3.0,707.0
Entire home/apt,4.0,Ipanema,2.0,2.0,800.0
Entire home/apt,5.0,Tijuca,2.0,2.0,457.0
Entire home/apt,4.0,Flamengo,1.0,2.0,190.0
Shared room,2.0,Barra da Tijuca,1.0,2.0,240.0
Entire home/apt,5.0,Leblon,2.0,5.0,292.0
Entire home/apt,3.0,Ipanema,1.0,2.0,889.0
Entire home/apt,4.0,Copacabana,1.0,2.0,598.0
Private room,2.0,Ipanema,1.0,1.0,135.0
Entire home/apt,2.0,Ipanema,1.0,1.0,556.0
Entire home/apt,6.0,Ipanema,2.0,5.0,1076.0
Entire home/apt,3.0,Glória,2.0,2.0,350.0
Entire home/apt,3.0,Santa Teresa,1.0,2.0,239.0
Entire home/apt,4.0,Ipanema,1.0,3.0,708.0
Entire home/apt,4.0,Copacabana,1.0,3.0,321.0
Private room,2.0,Joá,1.0,2.0,135.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,2.0,1018.0
Entire home/apt,3.0,Copacabana,2.0,6.0,1143.0
Entire home/apt,6.0,Recreio dos Bandeirantes,2.0,2.0,650.0
Private room,2.0,Glória,1.0,1.0,256.0
Private room,2.0,Glória,1.0,2.0,90.0
Entire home/apt,5.0,Ipanema,1.0,2.0,141.0
Private room,1.0,Laranjeiras,1.0,1.0,60.0
Private room,2.0,Barra da Tijuca,1.0,1.0,400.0
Entire home/apt,4.0,Copacabana,1.0,3.0,363.0
Entire home/apt,4.0,Copacabana,2.0,2.0,454.0
Entire home/apt,4.0,Centro,1.0,1.0,312.0
Entire home/apt,6.0,Leme,3.0,4.0,1286.0
Entire home/apt,4.0,Copacabana,1.0,2.0,259.0
Entire home/apt,6.0,Ipanema,2.0,4.0,1050.0
Entire home/apt,4.0,Jardim Guanabara,2.0,5.0,480.0
Entire home/apt,7.0,Urca,3.0,6.0,822.0
Entire home/apt,4.0,Leme,1.0,2.0,220.0
Entire home/apt,4.0,Joá,2.0,2.0,280.0
Entire home/apt,5.0,Centro,2.0,3.0,216.0
Entire home/apt,4.0,Botafogo,1.0,1.0,211.0
Private room,2.0,Vargem Grande,1.0,2.0,64.0
Entire home/apt,6.0,Botafogo,3.0,4.0,450.0
Entire home/apt,4.0,Copacabana,1.0,2.0,579.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,950.0
Entire home/apt,1.0,Barra da Tijuca,1.0,1.0,250.0
Entire home/apt,4.0,Copacabana,1.0,2.0,1230.0
Entire home/apt,4.0,Copacabana,1.0,3.0,227.0
Entire home/apt,6.0,Gávea,1.0,1.0,500.0
Entire home/apt,4.0,Camorim,2.0,2.0,390.0
Private room,2.0,Copacabana,1.0,1.0,486.0
Entire home/apt,4.0,Ipanema,1.0,2.0,407.0
Entire home/apt,4.0,Copacabana,2.0,3.0,467.0
Entire home/apt,6.0,Centro,2.0,3.0,219.0
Entire home/apt,3.0,Copacabana,1.0,2.0,514.0
Private room,2.0,Ipanema,1.0,1.0,170.0
Entire home/apt,4.0,São Conrado,2.0,2.0,500.0
Entire home/apt,8.0,Centro,3.0,8.0,443.0
Entire home/apt,8.0,Copacabana,3.0,5.0,1171.0
Entire home/apt,5.0,Copacabana,3.0,4.0,1714.0
Entire home/apt,4.0,Copacabana,1.0,2.0,590.0
Entire home/apt,6.0,Copacabana,2.0,4.0,400.0
Private room,2.0,Santa Teresa,1.0,1.0,95.0
Entire home/apt,8.0,Recreio dos Bandeirantes,4.0,5.0,1184.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,3.0,500.0
Entire home/apt,4.0,Humaitá,2.0,2.0,500.0
Entire home/apt,4.0,Jacarepaguá,2.0,3.0,650.0
Entire home/apt,4.0,Copacabana,1.0,2.0,201.0
Private room,2.0,Botafogo,1.0,2.0,243.0
Entire home/apt,10.0,Copacabana,5.0,5.0,3429.0
Entire home/apt,6.0,Copacabana,1.0,4.0,396.0
Entire home/apt,6.0,Copacabana,3.0,4.0,770.0
Entire home/apt,5.0,Tijuca,2.0,3.0,800.0
Private room,2.0,Santa Teresa,1.0,2.0,201.0
Entire home/apt,4.0,Copacabana,1.0,4.0,200.0
Entire home/apt,3.0,Centro,1.0,1.0,163.0
Entire home/apt,3.0,Jardim Botânico,2.0,3.0,359.0
Entire home/apt,6.0,Copacabana,3.0,4.0,1061.0
Entire home/apt,5.0,Copacabana,3.0,5.0,550.0
Private room,2.0,Ipanema,1.0,1.0,400.0
Entire home/apt,4.0,Leblon,1.0,1.0,614.0
Entire home/apt,3.0,Flamengo,1.0,2.0,310.0
Private room,2.0,Ipanema,1.0,1.0,135.0
Entire home/apt,4.0,Copacabana,1.0,2.0,500.0
Entire home/apt,4.0,Copacabana,1.0,1.0,535.0
Entire home/apt,4.0,Copacabana,1.0,2.0,714.0
Entire home/apt,4.0,Botafogo,1.0,3.0,450.0
Private room,3.0,Tijuca,1.0,2.0,207.0
Entire home/apt,2.0,Centro,1.0,1.0,350.0
Private room,3.0,Itanhangá,1.0,1.0,102.0
Entire home/apt,4.0,Lagoa,2.0,2.0,4950.0
Entire home/apt,3.0,Leblon,1.0,1.0,411.0
Entire home/apt,6.0,Copacabana,3.0,3.0,350.0
Entire home/apt,4.0,Ipanema,2.0,3.0,728.0
Entire home/apt,4.0,Leblon,2.0,3.0,1232.0
Entire home/apt,3.0,Copacabana,1.0,2.0,653.0
Entire home/apt,4.0,Flamengo,2.0,3.0,543.0
Private room,1.0,Copacabana,1.0,2.0,100.0
Entire home/apt,4.0,Copacabana,1.0,2.0,1659.0
Entire home/apt,5.0,Copacabana,1.0,2.0,590.0
Entire home/apt,2.0,Laranjeiras,1.0,1.0,179.0
Private room,2.0,Copacabana,1.0,1.0,160.0
Private room,1.0,Copacabana,1.0,1.0,100.0
Entire home/apt,6.0,Copacabana,3.0,4.0,1286.0
Private room,3.0,Copacabana,1.0,2.0,586.0
Private room,2.0,Copacabana,1.0,1.0,106.0
Entire home/apt,7.0,Barra da Tijuca,3.0,5.0,536.0
Entire home/apt,10.0,Barra da Tijuca,4.0,7.0,1500.0
Entire home/apt,3.0,Glória,1.0,3.0,129.0
Entire home/apt,4.0,Copacabana,2.0,4.0,1529.0
Entire home/apt,4.0,Anil,2.0,2.0,150.0
Private room,1.0,Ipanema,1.0,1.0,106.0
Entire home/apt,2.0,Jacarepaguá,1.0,1.0,157.0
Entire home/apt,2.0,Leblon,1.0,1.0,1451.0
Entire home/apt,6.0,Leblon,3.0,3.0,1800.0
Entire home/apt,4.0,Copacabana,2.0,2.0,523.0
Entire home/apt,5.0,Copacabana,2.0,3.0,450.0
Entire home/apt,6.0,Copacabana,3.0,4.0,1143.0
Entire home/apt,6.0,Copacabana,3.0,5.0,851.0
Entire home/apt,4.0,Flamengo,1.0,3.0,339.0
Private room,1.0,Humaitá,1.0,1.0,209.0
Entire home/apt,4.0,Ipanema,1.0,3.0,971.0
Entire home/apt,4.0,Jacarepaguá,2.0,3.0,4500.0
Private room,3.0,Ipanema,1.0,3.0,500.0
Private room,2.0,Glória,1.0,1.0,72.0
Private room,1.0,Botafogo,1.0,1.0,89.0
Entire home/apt,7.0,Jardim Botânico,4.0,5.0,1350.0
Private room,4.0,Copacabana,1.0,3.0,1188.0
Entire home/apt,6.0,Copacabana,3.0,5.0,814.0
Entire home/apt,4.0,Laranjeiras,2.0,2.0,274.0
Entire home/apt,2.0,Ipanema,1.0,1.0,454.0
Entire home/apt,5.0,Barra da Tijuca,2.0,2.0,643.0
Entire home/apt,2.0,Centro,1.0,1.0,75.0
Entire home/apt,2.0,Copacabana,1.0,1.0,800.0
Private room,8.0,Copacabana,3.0,5.0,2805.0
Entire home/apt,2.0,Copacabana,1.0,2.0,400.0
Entire home/apt,6.0,Copacabana,3.0,4.0,250.0
Private room,2.0,São Conrado,1.0,1.0,317.0
Private room,2.0,Alto da Boa Vista,1.0,2.0,60.0
